Usage_Hours,Engine_Temperature,Tire_Pressure,Oil_Quality,Battery_Voltage,Vibration_Level,Maintenance_Cost,Vehicle_Type,Brake_Condition,Anomalies_Detected,Failure_History,Maintenance_Required
1470.1,71.8,18.8,38.7,12.0,1.11,170.03,Car,F,0,0,0
1461.1,116.2,32.8,63.3,Missing,0.92,375.34,Truck,G,0,0,1
699.7,111.1,26.7,48.6,12.6,2.64,$1027.07,Bus,F,0,0,1
3696.9,88.4,29.3,65.5,11.6,1.97,$193.65,Car,Poor,0,0,0
10355.1,70.1,33.5,27.7,14.0,1.44,$1306.33,Bus,Fair,0,0,0
5085.1,64.1,40.6,83.4,15.2,1.39,$1739.9,Truck,Good,1,0,0
5469.6,83.2,33.7,55.8,14.2,1.45,$488.84,Truck,Good,0,1,0
2412.6,133.16000000000003 °F,33.4,63.6,12.7,1.82,170.37,Car,G,0,0,0
8844.3,83.2,32.1,81.7,16.5,1.96,$340.8,Car,Bad,0,1,0
5461.1,59.7,36.3,32.2,11.1,1.91,501.85,Car,Good,1,0,0
10306.6,88.6,46.9,42.4,12.5,Missing,1910.27,Truck,F,0,0,1
11251.2,92.9,37.5,21.4,13.0,1.17,$169.89,Car,Fair,0,0,0
8978.0,87.2,29.0,50.4,15.1,1.5,$560.0,Car,Bad,0,0,1
4503.0,122.6,36.3,69.5,12.5,1.28,$919.28,Truck,gud,0,0,1
7874.8,86.9,31.0,48.6,13.7,4.69,$506.45,Car,gud,0,1,0
4153.0,116.0,39.4,74.5,13.2,3.49,$405.64,Car,F,0,1,1
13592.2,94.4,34.5,76.9,15.2,1.33,$2014.48,Bus,F,1,0,1
11612.6,120.2,Missing,10.2,12.3,1.11,$1502.99,Truck,Bad,0,0,1
7648.6,63.7,39.7,62.5,13.7,0.75,174.59,Car,ok,0,1,0
14499.1,73.8,44.9,96.9,12.0,1.07,$338.19,Car,Fair,0,0,0
8428.0,186.26000000000002 °F,31.7,73.2,12.3,Missing,1275.61,Truck,Bad,0,0,1
5263.8,114.0,24.6,52.9,12.1,0.79,$431.31,Truck,Good,0,0,1
1884.3,86.4,26.6,50.4,12.8,0.76,$755.19,Truck,F,0,0,0
8384.3,175.64 °F,33.0,27.4,12.4,1.61,309.57,Car,ok,1,1,1
12976.0,99.1,37.5,89.9,14.8,1.92,$250.34,Car,Good,0,0,0
13067.4,103.6,34.1,99.0,11.7,2.59,$487.5,Car,Bad,0,0,1
9266.2,78.5,34.9,26.5,13.6,0.72,$308.82,Car,gud,0,0,0
6204.9,79.7,28.5,19.9,13.1,1.68,423.6,Car,Good,0,1,1
9929.3,115.4,35.9,37.2,14.3,5.91,$521.28,Truck,P,0,0,1
11551.0,108.7,36.4,38.9,15.0,1.96,577.44,Car,G,0,0,1
6468.6,112.7,25.1,77.2,13.1,2.52,476.42,Truck,ok,0,0,1
7405.7,104.1,Missing,30.3,14.5,0.56,$186.97,Car,Fair,0,0,0
10368.9,77.2,39.0,60.4,15.0,1.55,$547.0,Truck,gud,0,0,0
13211.5,89.5,36.2,34.1,14.9,1.02,669.73,Truck,gud,0,1,1
11969.7,74.1,45.9,79.1,12.7,3.74,1986.98,Truck,Good,0,0,0
824.7,104.6,32.5,42.7,12.3,1.41,394.74,Car,gud,0,0,1
2303.4,179.24 °F,36.4,42.0,14.9,0.95,$1008.02,Bus,F,0,0,0
12865.3,64.3,Missing,13.1,12.9,4.24,$362.75,Car,P,0,0,1
12590.4,91.7,43.7,16.3,Missing,1.33,414.27,Car,F,0,0,1
6137.7,106.9,38.3,75.3,12.7,1.09,$261.62,Car,P,0,0,0
8972.0,69.3,31.5,61.8,14.6,1.53,2973.09,Bus,G,0,0,0
13634.8,190.57999999999998 °F,31.9,23.9,12.7,2.61,1101.05,Truck,Fair,1,1,1
13717.6,81.7,39.8,96.0,11.7,2.92,151.69,Car,gud,1,0,0
11854.8,104.9,42.8,57.1,14.5,0.78,1761.79,Truck,Fair,0,0,1
3539.0,59.3,32.2,25.6,10.0,1.38,557.3,Car,Poor,0,0,0
11089.1,224.6 °F,38.9,46.1,14.3,3.88,$452.23,Car,Poor,0,0,1
1965.9,79.4,30.4,55.5,12.8,4.3,$1121.56,Truck,ok,0,0,0
13462.1,87.6,38.0,21.5,13.8,0.8,449.24,Car,G,0,1,1
2662.7,102.9,35.2,54.7,12.7,1.43,$1474.07,Truck,Fair,0,0,0
10104.1,112.2,26.7,17.7,13.5,1.81,$438.49,Car,gud,0,0,1
9348.5,90.8,32.4,41.4,13.1,0.75,$716.81,Truck,P,1,0,1
11765.0,79.1,39.2,68.3,14.2,2.77,$571.47,Car,Good,0,0,0
8497.9,82.0,37.4,79.7,13.1,1.67,$534.55,Car,Good,0,0,0
1363.7,107.5,28.9,35.7,12.4,1.92,$945.7,Truck,ok,0,0,1
10734.8,170.06 °F,29.7,57.9,13.0,0.96,264.73,Car,ok,0,1,0
6055.7,94.9,26.5,41.2,12.2,1.06,$259.55,Car,ok,1,0,0
5144.1,90.1,30.9,99.9,13.9,1.5,510.64,Car,F,0,0,0
14879.3,214.52 °F,35.9,81.3,14.8,2.49,451.22,Car,gud,0,0,1
9060.8,90.5,38.7,83.3,13.3,1.56,335.49,Car,gud,0,0,0
10805.4,182.3 °F,26.4,91.7,16.3,0.98,526.27,Car,gud,0,0,0
8131.7,82.4,35.7,Missing,11.3,Missing,1204.49,Truck,G,0,0,0
11664.6,82.2,29.4,76.2,12.8,2.58,1357.03,Truck,G,0,0,0
11405.1,69.3,35.0,81.6,11.8,1.68,$562.73,Car,Good,0,1,0
10028.6,97.6,44.1,34.6,14.3,2.03,212.71,Car,Poor,0,0,1
14967.3,93.1,28.9,98.1,12.3,Missing,$223.8,Car,Bad,0,0,1
7167.0,68.0,35.1,50.5,14.5,1.0,221.2,Car,F,0,0,0
10739.8,83.9,20.2,60.5,11.7,3.01,$2705.64,Bus,F,0,1,1
12067.8,85.9,37.7,64.6,12.5,0.64,$278.37,Car,G,0,1,0
5952.5,81.2,32.7,56.2,14.3,3.01,$254.09,Car,Good,0,0,0
7129.0,190.76000000000002 °F,40.9,45.6,14.6,1.86,$101.29,Car,Good,0,0,0
14552.9,88.4,34.0,89.5,13.2,2.04,$526.09,Car,Fair,0,0,0
968.2,103.4,37.6,13.9,12.3,5.18,453.22,Car,ok,0,0,0
5361.8,89.9,44.6,32.1,13.5,0.8,$619.96,Truck,ok,0,1,0
7550.1,98.9,38.1,100.0,13.9,2.66,$1808.63,Bus,gud,0,0,0
521.2,69.1,38.4,29.1,15.1,1.29,1016.96,Truck,Fair,0,0,0
13537.3,74.1,Missing,42.5,14.5,3.26,$1587.59,Truck,G,0,0,0
4650.5,69.4,36.9,81.7,14.8,2.62,495.91,Car,Good,1,0,0
4236.7,84.1,31.2,32.1,14.9,2.8,$183.27,Car,ok,0,0,0
12394.7,195.44 °F,22.3,79.3,14.9,1.4,$440.22,Car,gud,0,0,1
4530.8,115.0,31.9,91.4,14.3,4.67,1897.37,Bus,ok,0,0,1
10035.5,77.6,38.2,15.0,14.4,0.84,$330.28,Car,G,0,0,0
12411.8,102.7,32.9,95.1,13.1,2.92,223.61,Car,G,0,0,1
11990.9,77.5,34.1,54.5,12.6,0.64,452.16,Car,G,0,1,0
11838.3,90.4,33.9,64.1,12.1,1.27,$490.77,Car,G,0,0,0
1785.2,87.7,32.3,35.1,13.5,1.78,2962.3,Bus,P,0,1,0
1657.8,76.1,38.3,55.4,11.4,1.74,693.46,Truck,Fair,0,0,0
4948.2,77.3,37.8,82.8,12.0,8.14,500.08,Car,P,0,0,0
1021.2,114.0,34.4,Missing,12.0,1.96,1702.43,Truck,G,0,0,1
7756.2,82.0,38.5,37.8,15.2,3.0,536.88,Car,gud,0,1,0
6224.3,105.0,35.2,72.5,12.4,2.48,$184.65,Car,Bad,0,0,1
8576.9,100.2,35.7,85.2,14.4,2.3,$2402.69,Bus,ok,0,0,0
4832.4,80.8,33.2,93.5,15.3,1.85,1722.29,Truck,Good,0,0,0
7543.4,89.9,32.9,22.8,14.2,1.97,180.38,Car,gud,0,0,0
5353.8,91.8,32.6,29.8,12.8,0.62,$581.18,Car,F,0,0,0
3330.5,97.3,34.3,75.5,11.9,0.95,2631.95,Bus,Fair,0,0,0
9915.8,83.9,37.6,92.0,12.2,4.47,$419.15,Car,Fair,0,0,0
10264.8,67.4,32.5,17.2,13.9,2.86,$1635.36,Truck,gud,0,0,1
12523.9,79.5,35.2,31.2,15.1,1.73,2948.84,Bus,G,0,0,1
13183.9,107.5,40.7,91.3,14.0,3.65,370.39,Car,Fair,0,0,1
10714.7,89.5,40.5,22.7,13.6,1.27,$372.86,Car,ok,0,0,1
10468.7,83.7,29.9,63.6,13.9,Missing,$546.6,Bus,G,0,0,0
1321.8,67.9,46.9,12.0,12.6,2.2,$1861.49,Truck,Bad,0,0,0
2091.8,108.6,38.2,32.7,15.9,1.51,$935.88,Truck,gud,0,0,1
12282.2,188.42000000000002 °F,32.6,34.5,13.4,1.96,755.49,Bus,F,0,1,0
3877.8,223.34 °F,25.7,11.3,13.4,1.43,$898.39,Truck,F,0,0,1
5655.7,100.2,39.4,79.8,12.8,1.69,593.74,Car,Poor,0,0,0
2606.8,101.9,37.1,74.9,14.8,1.93,$259.76,Car,Good,0,0,0
3329.7,114.9,30.4,10.6,14.0,1.1,389.02,Car,G,0,0,1
11743.5,91.8,35.5,17.9,16.1,1.37,276.21,Car,gud,0,1,1
4297.0,88.0,28.0,79.5,13.7,Missing,$1749.46,Truck,P,0,0,0
7011.0,113.5,28.2,30.1,12.2,2.52,$1780.56,Truck,P,0,0,1
2699.2,102.5,33.5,61.7,12.2,1.84,$257.75,Car,F,0,0,0
10330.0,79.4,33.9,95.1,13.8,1.7,$1091.92,Truck,G,0,0,0
11059.9,105.7,42.5,27.1,14.4,2.41,$1810.39,Truck,Bad,0,0,1
5744.5,112.7,35.0,14.9,13.6,3.68,597.95,Car,gud,0,0,1
11878.8,55.5,32.7,63.1,13.1,5.04,550.82,Truck,ok,0,0,0
3978.6,71.3,31.3,38.4,15.2,2.83,1208.38,Truck,F,0,0,0
10532.6,77.8,36.3,69.5,11.4,2.67,2366.31,Bus,G,0,0,0
11084.5,213.44 °F,22.5,96.6,12.8,1.57,893.35,Truck,Bad,1,0,1
14545.5,101.8,35.6,61.1,12.2,0.99,1451.95,Truck,gud,0,0,1
3868.7,97.8,43.6,71.4,12.6,1.99,$1120.98,Bus,ok,0,0,0
1858.8,103.1,40.0,30.2,13.9,1.15,$430.94,Car,ok,0,0,0
4314.0,164.12 °F,45.5,77.6,12.2,2.25,1597.97,Truck,Bad,0,0,0
2281.5,71.9,31.5,14.9,13.5,0.72,340.1,Car,G,0,0,0
2960.6,227.84 °F,37.3,89.0,12.0,1.41,$346.9,Car,Poor,0,1,1
5344.7,196.88 °F,34.2,50.1,12.1,0.92,$469.59,Truck,Bad,0,0,0
6502.9,108.1,41.1,35.9,14.0,1.47,$1374.16,Truck,ok,0,0,1
13604.0,79.5,34.5,64.3,11.3,1.05,404.39,Car,Fair,0,0,0
3336.4,74.2,40.3,85.1,13.8,1.94,1465.47,Truck,Fair,0,1,0
14590.5,70.9,30.1,46.0,13.0,1.33,830.33,Bus,G,0,0,0
12247.2,102.0,34.3,69.9,14.4,1.57,$1839.28,Truck,Fair,0,0,0
13281.3,224.6 °F,33.5,92.7,13.3,0.77,1614.83,Truck,Good,0,0,1
13976.9,98.1,41.1,80.0,12.1,2.18,$285.76,Car,Bad,0,0,0
11422.0,82.7,30.0,95.5,13.3,3.18,621.29,Truck,Fair,0,0,0
11937.3,211.28 °F,32.7,86.3,13.4,Missing,1222.75,Bus,Fair,0,0,1
6848.4,99.1,34.0,42.1,13.2,3.11,459.52,Truck,F,0,0,1
7901.5,59.6,25.6,65.3,14.1,2.14,$344.18,Car,Fair,0,0,0
14021.0,84.7,33.5,25.9,13.8,1.36,$1396.79,Bus,gud,1,0,1
5984.7,94.2,Missing,91.6,13.0,1.01,1048.4,Truck,Bad,0,0,0
1108.2,106.6,42.8,39.5,15.0,3.77,$411.74,Truck,Poor,0,0,0
11559.9,88.7,33.4,56.3,14.0,0.88,$464.7,Truck,Poor,1,0,1
8810.8,197.96 °F,34.3,56.9,14.5,1.15,469.98,Truck,gud,0,0,0
12315.7,192.20000000000002 °F,32.2,33.4,11.1,1.3,293.21,Car,ok,0,0,1
1595.5,94.0,32.6,94.5,13.8,1.14,372.25,Car,gud,0,0,0
9507.9,157.10000000000002 °F,33.5,83.9,16.2,1.19,584.65,Car,G,0,0,0
4091.7,177.62 °F,34.5,43.3,13.2,1.44,452.98,Car,Bad,0,0,0
13597.4,56.5,36.6,35.2,15.1,0.75,1290.3,Truck,F,0,1,0
2093.7,182.12 °F,38.0,52.6,13.7,1.78,686.65,Truck,ok,0,0,0
12724.5,97.4,Missing,96.5,13.9,1.89,$2112.04,Bus,Good,0,0,1
1784.0,78.1,36.0,80.8,15.9,0.64,2823.96,Bus,ok,0,0,0
863.9,86.2,32.7,43.8,13.5,Missing,$1032.23,Bus,Fair,0,1,0
3908.4,95.9,31.3,20.2,11.4,1.08,$1145.56,Bus,P,0,0,1
5329.1,130.8,41.0,17.7,12.4,4.32,$192.83,Car,Bad,0,0,1
9584.7,88.8,35.0,71.2,12.8,1.11,522.92,Car,Good,0,0,1
2410.0,100.8,32.2,33.4,12.6,1.92,$409.9,Car,P,1,0,1
6841.3,87.2,36.3,72.6,13.6,1.26,$764.43,Truck,Poor,0,0,0
3461.8,95.3,40.4,32.8,15.4,3.27,969.72,Bus,ok,0,0,0
12901.9,89.6,32.1,80.3,11.1,Missing,1451.71,Truck,F,0,1,1
1152.0,182.66 °F,36.8,13.7,13.8,1.08,$2244.55,Bus,Bad,1,0,1
5661.1,188.6 °F,37.8,78.8,14.4,2.52,715.18,Truck,Good,0,0,0
9654.9,108.7,35.9,33.7,12.6,2.31,$1374.75,Truck,P,0,0,1
13739.8,201.74 °F,35.0,40.4,13.5,0.9,$360.79,Truck,ok,0,0,1
13085.9,72.0,44.1,22.5,13.5,1.39,229.04,Car,Fair,0,0,0
13480.3,83.6,33.3,25.3,12.2,0.75,$394.12,Car,Poor,0,0,1
1411.4,76.6,34.7,53.2,Missing,2.27,372.17,Car,F,0,0,0
12693.4,103.9,32.9,74.9,13.4,1.33,$111.37,Car,Good,0,0,1
11808.7,78.6,36.9,52.8,13.7,1.22,$519.05,Car,Fair,0,0,0
13585.3,102.9,27.0,69.2,Missing,Missing,481.22,Car,Poor,1,0,1
5017.9,220.28 °F,40.4,36.6,14.0,0.98,$2241.67,Bus,G,0,1,0
13720.6,92.2,28.4,10.8,12.2,1.92,531.12,Car,Poor,1,0,1
6338.3,98.2,37.1,20.5,15.0,2.09,$282.51,Car,F,0,0,1
9694.4,82.5,32.1,59.4,Missing,0.44,498.41,Car,G,0,0,0
6650.6,102.7,43.1,42.8,11.8,1.48,$684.41,Truck,P,0,0,1
6700.9,71.4,36.5,53.8,12.2,3.47,696.59,Truck,Good,0,0,0
8426.2,83.1,23.1,Missing,13.4,1.16,1318.52,Truck,Poor,0,0,1
5660.9,85.4,33.9,32.4,13.6,2.36,265.07,Car,gud,0,0,1
11994.7,104.8,37.2,53.0,13.4,1.12,440.53,Truck,Good,0,0,1
9687.8,115.6,33.5,62.6,11.4,2.35,$341.66,Truck,P,0,1,1
10501.5,181.76000000000002 °F,29.9,33.8,14.6,1.44,560.83,Car,F,0,0,0
3850.0,88.5,21.8,80.8,14.4,1.68,526.05,Car,gud,0,0,0
14558.8,72.3,44.7,78.5,12.4,1.61,385.27,Car,G,0,0,0
10072.6,88.8,48.3,21.3,13.3,1.55,$401.09,Car,G,1,0,1
3359.3,223.70000000000002 °F,29.8,13.5,11.5,2.83,$212.81,Car,Bad,0,0,1
11382.1,63.1,36.2,23.8,14.5,1.05,202.11,Car,F,0,0,0
3018.9,90.3,32.7,69.3,11.8,1.31,$251.85,Car,Good,0,0,0
1419.1,100.8,40.0,34.3,Missing,1.76,$344.69,Car,gud,0,0,1
8149.5,90.9,33.6,53.6,14.2,1.97,2127.84,Bus,G,0,0,0
8526.1,188.96 °F,33.5,82.5,14.8,1.94,1999.09,Truck,gud,0,0,0
3240.0,103.1,28.4,48.4,14.9,1.09,$170.47,Car,Bad,0,0,1
5551.5,77.9,31.2,54.9,12.9,0.76,$547.81,Car,Good,1,1,0
14213.7,172.94 °F,39.4,15.3,11.9,1.19,$2085.19,Bus,G,1,0,1
4632.5,62.3,38.0,88.3,12.2,2.22,397.06,Car,gud,0,0,0
2755.7,202.82000000000002 °F,34.3,12.2,14.7,1.24,1199.04,Truck,gud,0,0,1
14892.1,93.3,41.8,45.7,13.8,3.35,$1155.66,Truck,ok,0,0,1
4883.4,81.4,28.7,69.1,14.6,1.02,$1386.14,Truck,ok,0,1,0
10363.7,76.6,29.3,36.2,13.9,0.63,$1085.89,Truck,Fair,0,0,0
3857.6,192.74 °F,34.2,63.2,11.0,2.31,917.46,Truck,Poor,0,1,1
8476.8,196.52 °F,40.0,37.9,14.1,2.23,$448.87,Truck,gud,0,0,0
6101.1,72.0,43.2,74.9,15.1,5.65,102.94,Car,Fair,0,0,0
14442.9,141.44 °F,23.0,51.9,12.5,1.12,1969.78,Truck,Fair,1,0,1
6775.7,64.1,31.7,62.4,13.2,1.55,1710.31,Truck,Poor,0,0,0
8970.5,68.2,41.3,69.1,13.6,2.02,665.35,Truck,F,0,0,0
14199.1,161.42000000000002 °F,28.3,60.6,13.6,1.01,793.26,Truck,gud,0,0,0
14843.9,191.66 °F,24.1,78.5,12.8,1.89,131.14,Car,Poor,0,0,1
1974.0,91.3,33.6,51.6,15.0,2.65,$551.72,Car,ok,0,0,0
12597.7,87.5,40.8,72.3,12.5,2.71,$1782.37,Truck,F,0,0,0
6040.7,203.72000000000003 °F,36.0,69.2,11.7,0.74,$2851.39,Bus,Poor,0,0,1
9125.0,96.0,41.2,90.1,12.9,2.04,122.87,Car,Bad,0,0,0
5938.2,94.9,43.4,25.6,14.9,1.44,$176.08,Car,P,0,0,0
6316.2,91.3,41.1,76.8,14.5,1.46,$2183.46,Bus,gud,1,0,0
2803.4,74.2,42.2,56.0,13.5,3.2,1521.63,Truck,G,0,0,0
8805.1,70.0,27.1,12.6,15.0,3.34,951.84,Truck,G,0,0,0
8427.4,81.6,32.3,95.7,13.5,2.04,689.16,Bus,Bad,0,0,0
3245.7,107.0,30.2,60.1,16.3,1.83,1163.69,Truck,Good,1,0,1
8355.1,125.2,33.1,21.3,13.1,1.82,$183.42,Car,F,0,1,1
14610.0,98.4,39.9,72.3,11.6,1.11,$1497.67,Bus,Poor,0,0,1
10858.9,95.4,39.2,Missing,14.2,1.33,567.18,Truck,gud,0,0,0
7474.2,106.0,33.8,16.9,12.3,1.84,$2857.33,Bus,Fair,0,0,1
13783.2,112.7,Missing,47.0,12.4,0.4,1100.49,Truck,Good,0,0,1
8842.1,169.16 °F,28.3,54.7,15.2,1.24,1602.55,Truck,P,0,0,0
2458.2,133.5,46.5,96.0,Missing,2.23,1220.54,Truck,G,0,0,1
8438.9,236.84 °F,38.8,67.8,13.7,3.28,1005.66,Truck,Poor,1,1,1
3124.1,157.10000000000002 °F,42.9,67.4,11.7,0.93,1510.74,Truck,F,0,0,0
11628.8,75.0,32.9,91.7,13.8,2.67,$147.98,Car,Good,0,0,0
14524.0,132.3,31.0,11.9,11.1,0.71,547.61,Truck,G,0,0,1
5731.9,105.6,42.3,45.5,14.2,1.57,1950.43,Truck,Good,0,0,1
6806.3,81.0,35.8,52.1,14.6,1.28,$655.22,Truck,P,0,0,0
6611.7,91.2,32.3,67.0,11.2,1.04,261.23,Car,G,0,0,1
4636.8,101.3,35.5,93.4,13.7,3.26,1974.52,Truck,Fair,0,0,0
12015.6,103.3,33.4,12.8,12.5,1.63,$405.86,Car,Bad,0,0,1
9457.1,110.5,36.6,13.9,12.4,1.0,$139.23,Car,G,0,0,1
1428.7,93.6,41.4,44.2,14.7,2.54,853.02,Truck,Poor,0,0,0
12662.7,94.2,35.2,69.4,12.7,1.25,1227.52,Truck,Fair,0,0,1
3212.8,84.5,24.5,28.3,15.2,2.68,$413.25,Car,G,0,0,1
14697.7,168.98 °F,30.9,61.0,12.8,1.42,509.12,Truck,G,0,1,0
5961.6,167.72000000000003 °F,33.5,22.5,13.0,0.94,653.09,Truck,G,0,0,0
9438.5,190.04 °F,34.3,40.2,12.8,1.98,879.12,Truck,G,0,0,1
1628.4,203.36 °F,25.0,99.0,13.1,Missing,$1516.04,Truck,F,0,0,0
5497.6,68.2,32.7,33.6,12.3,1.1,$586.63,Car,P,1,0,0
12134.1,249.26000000000002 °F,34.6,76.5,12.8,2.05,419.22,Car,Bad,0,0,1
7419.5,79.6,31.4,74.1,12.7,1.41,219.05,Car,G,1,0,0
13616.8,77.1,34.8,44.3,13.6,1.28,$351.52,Car,gud,0,0,0
8839.5,89.6,41.4,50.2,12.9,3.81,$314.83,Car,Good,1,0,0
13964.3,54.5,32.3,82.2,13.1,0.91,$408.66,Truck,Bad,0,0,0
14747.8,203.72000000000003 °F,26.3,15.4,12.4,0.64,585.21,Bus,G,0,0,1
7081.5,75.1,45.7,Missing,13.4,0.92,$817.35,Truck,ok,0,1,0
8694.8,142.16000000000003 °F,32.0,59.5,12.6,1.65,837.64,Truck,F,0,0,0
12606.3,92.2,33.7,92.9,14.2,1.67,820.63,Truck,Bad,1,1,1
3712.2,92.1,35.2,55.9,15.2,0.93,$1369.08,Truck,Poor,0,0,0
12993.6,246.56 °F,28.2,53.8,13.2,2.41,648.15,Truck,G,0,0,1
9082.8,92.7,36.2,89.9,12.9,1.32,$488.22,Truck,Good,0,0,0
11019.8,92.6,32.6,48.6,14.7,0.48,202.11,Car,G,0,1,1
1657.9,90.6,36.2,56.6,12.4,0.87,$143.72,Car,F,0,0,0
11609.7,51.3,Missing,72.6,13.6,0.9,$1891.87,Bus,gud,0,0,0
5006.4,91.2,40.9,37.6,12.6,4.55,$476.59,Car,G,1,0,0
12175.9,89.3,43.8,81.6,13.1,2.99,161.94,Car,Fair,0,0,0
7882.7,190.04 °F,33.9,80.1,14.6,0.88,$139.04,Car,Bad,0,0,0
4481.9,77.5,32.2,84.3,13.0,1.1,599.87,Car,Poor,0,0,0
14315.0,98.5,28.9,97.9,14.2,0.44,$440.0,Car,gud,1,1,1
11593.4,75.4,37.8,89.0,14.7,3.61,$404.58,Car,Poor,0,0,0
14792.4,100.6,35.1,69.5,13.6,2.25,$582.91,Car,Poor,0,0,1
5784.8,95.8,34.2,29.3,13.5,1.38,$305.03,Car,G,0,1,1
9913.7,111.0,28.8,59.1,12.5,1.26,771.43,Truck,gud,0,0,1
9368.0,83.0,31.6,25.5,15.3,1.27,938.45,Truck,G,0,0,1
10469.6,110.1,38.0,68.0,13.5,1.7,505.2,Car,ok,0,0,1
1055.6,93.2,39.6,80.3,15.1,1.51,$598.57,Car,P,0,0,0
4729.9,192.02 °F,36.2,27.8,14.5,2.91,591.03,Car,Good,0,1,0
13685.4,77.2,35.4,15.5,14.0,0.54,$458.48,Truck,P,0,0,1
6645.4,95.9,41.4,10.3,13.3,2.35,1262.98,Truck,gud,0,1,1
14429.3,82.9,Missing,97.1,13.1,0.94,$1665.53,Truck,Poor,1,0,0
3595.8,193.28 °F,39.3,30.5,16.3,2.11,$822.33,Truck,Fair,0,0,0
14962.6,101.7,31.1,62.4,11.7,1.12,$1830.52,Truck,Good,1,0,1
10614.9,89.5,46.0,34.6,15.8,Missing,2450.71,Bus,G,0,0,0
11757.7,94.8,42.8,54.7,12.9,1.23,$1336.31,Truck,ok,1,0,1
6254.5,112.7,37.1,22.3,14.1,1.21,889.3,Truck,Poor,0,0,1
13651.6,98.4,31.7,52.4,13.8,3.08,$295.04,Car,ok,0,0,1
8409.2,79.8,30.4,94.4,13.4,3.65,410.3,Truck,Fair,0,0,0
10373.6,83.9,37.2,96.1,11.8,0.45,$661.04,Bus,Fair,0,0,0
1874.7,92.1,36.3,47.8,12.6,1.28,$2656.39,Bus,ok,0,0,0
9659.4,121.8,33.8,68.5,12.5,2.9,1267.63,Truck,Fair,0,1,1
13246.6,158.0 °F,29.7,67.6,15.0,3.31,$2209.36,Bus,gud,0,1,1
3085.1,92.9,36.8,67.4,Missing,1.13,381.4,Car,G,0,1,0
11197.0,110.5,Missing,58.1,15.0,0.49,$283.95,Car,gud,0,1,1
868.3,99.2,27.6,49.1,14.3,2.06,$994.96,Bus,Good,0,0,1
13929.9,88.0,35.1,25.9,Missing,Missing,132.66,Car,G,0,0,1
14752.3,147.56 °F,39.7,61.7,Missing,1.6,471.15,Car,Fair,0,1,0
5635.6,112.7,36.8,12.9,12.9,0.89,$255.65,Car,G,0,0,1
2052.6,82.9,33.4,93.6,12.8,3.03,$450.54,Car,Good,0,0,0
10049.4,75.7,43.5,94.6,12.6,2.32,405.33,Truck,P,0,0,0
932.6,93.8,31.4,96.2,14.7,2.5,486.3,Car,G,0,0,0
7496.1,111.4,36.9,15.9,14.2,2.23,136.72,Car,Bad,0,0,1
4440.8,96.1,32.4,44.3,13.7,1.77,2737.59,Bus,Good,0,0,1
7363.4,84.5,35.4,73.5,11.4,2.34,$2753.9,Bus,G,1,0,1
765.0,93.7,32.9,31.1,13.1,2.2,$176.61,Car,Good,0,0,0
1248.4,91.8,41.4,82.9,13.2,1.41,$1168.8,Truck,Poor,0,1,0
731.6,83.0,36.6,31.3,14.2,3.48,$398.84,Truck,G,1,0,0
9477.4,195.8 °F,36.2,13.4,12.9,2.01,$1354.65,Bus,gud,0,0,1
8621.3,171.68 °F,33.1,38.6,14.7,1.04,1403.3,Bus,G,0,0,0
3880.8,75.2,34.2,46.7,13.6,2.66,$475.36,Truck,Poor,0,0,0
9876.3,98.3,38.6,32.8,Missing,1.68,$321.57,Car,P,0,0,1
13321.0,183.38 °F,38.6,57.9,13.0,1.1,$211.58,Car,G,0,0,0
4521.2,89.6,36.3,52.1,13.8,0.88,$1535.9,Truck,P,0,0,0
12563.9,173.12 °F,38.6,99.8,14.1,0.71,$157.7,Car,F,1,0,0
10106.4,81.5,41.9,91.7,12.4,1.2,1964.94,Truck,gud,0,0,0
990.4,82.7,37.9,88.8,11.6,0.72,1160.77,Truck,ok,1,0,0
5939.7,81.2,25.8,17.3,13.7,1.79,$1125.38,Truck,Good,1,0,1
7862.5,83.9,36.2,38.4,14.8,0.65,$2890.69,Bus,Poor,0,0,0
11109.6,93.0,45.0,47.7,12.4,1.43,$2801.47,Bus,Fair,0,0,0
4663.4,110.8,39.9,72.4,14.3,2.14,$1082.29,Truck,Good,0,0,0
14749.6,101.4,35.0,95.9,14.1,1.03,1507.99,Truck,ok,0,0,0
10425.8,85.0,38.7,89.1,13.3,2.33,$208.27,Car,G,0,0,0
5905.8,80.5,33.5,49.2,14.3,1.74,435.17,Car,Fair,0,0,0
1906.9,63.3,37.8,10.9,14.7,1.19,183.09,Car,G,0,0,0
3129.8,79.9,38.7,72.7,13.4,5.65,2803.56,Bus,Good,1,0,0
7570.3,73.5,42.5,80.0,13.0,1.18,$2554.81,Bus,gud,0,0,0
7673.1,90.8,27.0,91.2,Missing,1.95,386.31,Car,gud,0,0,0
11631.9,115.0,29.3,15.7,12.0,1.18,196.89,Car,Bad,0,0,1
11029.6,84.1,33.0,80.3,14.5,Missing,360.02,Truck,G,0,1,0
3418.5,68.2,38.6,34.9,15.1,2.21,148.04,Car,G,0,0,0
9126.9,188.78 °F,40.0,90.9,13.0,Missing,$430.46,Car,gud,0,0,0
799.0,182.12 °F,35.5,59.1,16.7,2.49,$1319.46,Truck,Fair,0,0,0
6278.9,108.9,25.4,31.6,14.3,1.22,$308.7,Truck,F,0,0,1
